Time,1,2,3,R1,V_C1,R2,V1
0.734,5.1869,4.8131,10,-0.51869,0.51869,-0.51869,0.51869
0.735,5.18716,4.81284,10,-0.518716,0.518716,-0.518716,0.518716
0.736,5.18742,4.81258,10,-0.518742,0.518742,-0.518742,0.518742
0.737,5.18768,4.81232,10,-0.518768,0.518768,-0.518768,0.518768
0.738,5.18794,4.81206,10,-0.518794,0.518794,-0.518794,0.518794
0.739,5.1882,4.8118,10,-0.51882,0.51882,-0.51882,0.51882
0.74,5.18846,4.81154,10,-0.518846,0.518846,-0.518846,0.518846
0.741,5.18872,4.81128,10,-0.518872,0.518872,-0.518872,0.518872
0.742,5.18898,4.81102,10,-0.518898,0.518898,-0.518898,0.518898
0.743,5.18924,4.81076,10,-0.518924,0.518924,-0.518924,0.518924
0.744,5.1895,4.8105,10,-0.51895,0.51895,-0.51895,0.51895
0.745,5.18976,4.81024,10,-0.518976,0.518976,-0.518976,0.518976
0.746,5.19002,4.80998,10,-0.519002,0.519002,-0.519002,0.519002
0.747,5.19028,4.80972,10,-0.519028,0.519028,-0.519028,0.519028
0.748,5.19054,4.80946,10,-0.519054,0.519054,-0.519054,0.519054
0.749,5.1908,4.8092,10,-0.51908,0.51908,-0.51908,0.51908
0.75,5.19106,4.80894,10,-0.519106,0.519106,-0.519106,0.519106
0.751,5.19131,4.80869,10,-0.519131,0.519131,-0.519131,0.519131
0.752,5.19157,4.80843,10,-0.519157,0.519157,-0.519157,0.519157
0.753,5.19183,4.80817,10,-0.519183,0.519183,-0.519183,0.519183
0.754,5.19209,4.80791,10,-0.519209,0.519209,-0.519209,0.519209
0.755,5.19235,4.80765,10,-0.519235,0.519235,-0.519235,0.519235
0.756,5.19261,4.80739,10,-0.519261,0.519261,-0.519261,0.519261
0.757,5.19287,4.80713,10,-0.519287,0.519287,-0.519287,0.519287
0.758,5.19313,4.80687,10,-0.519313,0.519313,-0.519313,0.519313
0.759,5.19339,4.80661,10,-0.519339,0.519339,-0.519339,0.519339
0.76,5.19365,4.80635,10,-0.519365,0.519365,-0.519365,0.519365
0.761,5.19391,4.80609,10,-0.519391,0.519391,-0.519391,0.519391
0.762,5.19417,4.80583,10,-0.519417,0.519417,-0.519417,0.519417
0.763,5.19443,4.80557,10,-0.519443,0.519443,-0.519443,0.519443
0.764,5.19469,4.80531,10,-0.519469,0.519469,-0.519469,0.519469
0.765,5.19495,4.80505,10,-0.519495,0.519495,-0.519495,0.519495
0.766,5.19521,4.80479,10,-0.519521,0.519521,-0.519521,0.519521
0.767,5.19547,4.80453,10,-0.519547,0.519547,-0.519547,0.519547
0.768,5.19573,4.80427,10,-0.519573,0.519573,-0.519573,0.519573
0.769,5.19599,4.80401,10,-0.519599,0.519599,-0.519599,0.519599
0.77,5.19625,4.80375,10,-0.519625,0.519625,-0.519625,0.519625
0.771,5.19651,4.80349,10,-0.519651,0.519651,-0.519651,0.519651
0.772,5.19677,4.80323,10,-0.519677,0.519677,-0.519677,0.519677
0.773,5.19703,4.80297,10,-0.519703,0.519703,-0.519703,0.519703
0.774,5.19729,4.80271,10,-0.519729,0.519729,-0.519729,0.519729
0.775,5.19755,4.80245,10,-0.519755,0.519755,-0.519755,0.519755
0.776,5.19781,4.80219,10,-0.519781,0.519781,-0.519781,0.519781
0.777,5.19807,4.80193,10,-0.519807,0.519807,-0.519807,0.519807
0.778,5.19833,4.80167,10,-0.519833,0.519833,-0.519833,0.519833
0.779,5.19859,4.80141,10,-0.519859,0.519859,-0.519859,0.519859
0.78,5.19885,4.80115,10,-0.519885,0.519885,-0.519885,0.519885
0.781,5.19911,4.80089,10,-0.519911,0.519911,-0.519911,0.519911
0.782,5.19937,4.80063,10,-0.519937,0.519937,-0.519937,0.519937
0.783,5.19963,4.80037,10,-0.519963,0.519963,-0.519963,0.519963
0.784,5.19989,4.80011,10,-0.519989,0.519989,-0.519989,0.519989
0.785,5.20015,4.79985,10,-0.520015,0.520015,-0.520015,0.520015
0.786,5.20041,4.79959,10,-0.520041,0.520041,-0.520041,0.520041
0.787,5.20067,4.79933,10,-0.520067,0.520067,-0.520067,0.520067
0.788,5.20093,4.79907,10,-0.520093,0.520093,-0.520093,0.520093
0.789,5.20119,4.79881,10,-0.520119,0.520119,-0.520119,0.520119
0.79,5.20145,4.79855,10,-0.520145,0.520145,-0.520145,0.520145
0.791,5.20171,4.79829,10,-0.520171,0.520171,-0.520171,0.520171
0.792,5.20197,4.79803,10,-0.520197,0.520197,-0.520197,0.520197
0.793,5.20223,4.79777,10,-0.520223,0.520223,-0.520223,0.520223
0.794,5.20249,4.79751,10,-0.520249,0.520249,-0.520249,0.520249
0.795,5.20275,4.79725,10,-0.520275,0.520275,-0.520275,0.520275
0.796,5.20301,4.79699,10,-0.520301,0.520301,-0.520301,0.520301
0.797,5.20327,4.79673,10,-0.520327,0.520327,-0.520327,0.520327
0.798,5.20353,4.79647,10,-0.520353,0.520353,-0.520353,0.520353
0.799,5.20379,4.79621,10,-0.520379,0.520379,-0.520379,0.520379
0.8,5.20405,4.79595,10,-0.520405,0.520405,-0.520405,0.520405
0.801,5.20431,4.79569,10,-0.520431,0.520431,-0.520431,0.520431
0.802,5.20457,4.79543,10,-0.520457,0.520457,-0.520457,0.520457
0.803,5.20483,4.79517,10,-0.520483,0.520483,-0.520483,0.520483
0.804,5.20509,4.79491,10,-0.520509,0.520509,-0.520509,0.520509
0.805,5.20535,4.79465,10,-0.520535,0.520535,-0.520535,0.520535
0.806,5.20561,4.79439,10,-0.520561,0.520561,-0.520561,0.520561
0.807,5.20587,4.79413,10,-0.520587,0.520587,-0.520587,0.520587
0.808,5.20613,4.79387,10,-0.520613,0.520613,-0.520613,0.520613
0.809,5.20639,4.79361,10,-0.520639,0.520639,-0.520639,0.520639
0.81,5.20665,4.79335,10,-0.520665,0.520665,-0.520665,0.520665
0.811,5.20691,4.79309,10,-0.520691,0.520691,-0.520691,0.520691
0.812,5.20717,4.79283,10,-0.520717,0.520717,-0.520717,0.520717
0.813,5.20743,4.79257,10,-0.520743,0.520743,-0.520743,0.520743
0.814,5.20769,4.79231,10,-0.520769,0.520769,-0.520769,0.520769
0.815,5.20795,4.79205,10,-0.520795,0.520795,-0.520795,0.520795
0.816,5.20821,4.79179,10,-0.520821,0.520821,-0.520821,0.520821
0.817,5.20847,4.79153,10,-0.520847,0.520847,-0.520847,0.520847
0.818,5.20873,4.79127,10,-0.520873,0.520873,-0.520873,0.520873
0.819,5.20899,4.79101,10,-0.520899,0.520899,-0.520899,0.520899
0.82,5.20926,4.79074,10,-0.520926,0.520926,-0.520926,0.520926
0.821,5.20952,4.79048,10,-0.520952,0.520952,-0.520952,0.520952
0.822,5.20978,4.79022,10,-0.520978,0.520978,-0.520978,0.520978
0.823,5.21004,4.78996,10,-0.521004,0.521004,-0.521004,0.521004
0.824,5.2103,4.7897,10,-0.52103,0.52103,-0.52103,0.52103
0.825,5.21056,4.78944,10,-0.521056,0.521056,-0.521056,0.521056
0.826,5.21082,4.78918,10,-0.521082,0.521082,-0.521082,0.521082
0.827,5.21108,4.78892,10,-0.521108,0.521108,-0.521108,0.521108
0.828,5.21134,4.78866,10,-0.521134,0.521134,-0.521134,0.521134
0.829,5.2116,4.7884,10,-0.52116,0.52116,-0.52116,0.52116
0.83,5.21186,4.78814,10,-0.521186,0.521186,-0.521186,0.521186
0.831,5.21212,4.78788,10,-0.521212,0.521212,-0.521212,0.521212
0.832,5.21238,4.78762,10,-0.521238,0.521238,-0.521238,0.521238
0.833,5.21264,4.78736,10,-0.521264,0.521264,-0.521264,0.521264
0.834,5.2129,4.7871,10,-0.52129,0.52129,-0.52129,0.52129
0.835,5.21316,4.78684,10,-0.521316,0.521316,-0.521316,0.521316
0.836,5.21342,4.78658,10,-0.521342,0.521342,-0.521342,0.521342
0.837,5.21368,4.78632,10,-0.521368,0.521368,-0.521368,0.521368
0.838,5.21395,4.78605,10,-0.521395,0.521395,-0.521395,0.521395
0.839,5.21421,4.78579,10,-0.521421,0.521421,-0.521421,0.521421
0.84,5.21447,4.78553,10,-0.521447,0.521447,-0.521447,0.521447
0.841,5.21473,4.78527,10,-0.521473,0.521473,-0.521473,0.521473
0.842,5.21499,4.78501,10,-0.521499,0.521499,-0.521499,0.521499
0.843,5.21525,4.78475,10,-0.521525,0.521525,-0.521525,0.521525
0.844,5.21551,4.78449,10,-0.521551,0.521551,-0.521551,0.521551
0.845,5.21577,4.78423,10,-0.521577,0.521577,-0.521577,0.521577
0.846,5.21603,4.78397,10,-0.521603,0.521603,-0.521603,0.521603
0.847,5.21629,4.78371,10,-0.521629,0.521629,-0.521629,0.521629
0.848,5.21655,4.78345,10,-0.521655,0.521655,-0.521655,0.521655
0.849,5.21681,4.78319,10,-0.521681,0.521681,-0.521681,0.521681
0.85,5.21707,4.78293,10,-0.521707,0.521707,-0.521707,0.521707
0.851,5.21734,4.78266,10,-0.521734,0.521734,-0.521734,0.521734
0.852,5.2176,4.7824,10,-0.52176,0.52176,-0.52176,0.52176
0.853,5.21786,4.78214,10,-0.521786,0.521786,-0.521786,0.521786
0.854,5.21812,4.78188,10,-0.521812,0.521812,-0.521812,0.521812
0.855,5.21838,4.78162,10,-0.521838,0.521838,-0.521838,0.521838
0.856,5.21864,4.78136,10,-0.521864,0.521864,-0.521864,0.521864
0.857,5.2189,4.7811,10,-0.52189,0.52189,-0.52189,0.52189
0.858,5.21916,4.78084,10,-0.521916,0.521916,-0.521916,0.521916
0.859,5.21942,4.78058,10,-0.521942,0.521942,-0.521942,0.521942
0.86,5.21968,4.78032,10,-0.521968,0.521968,-0.521968,0.521968
0.861,5.21994,4.78006,10,-0.521994,0.521994,-0.521994,0.521994
0.862,5.22021,4.77979,10,-0.522021,0.522021,-0.522021,0.522021
0.863,5.22047,4.77953,10,-0.522047,0.522047,-0.522047,0.522047
0.864,5.22073,4.77927,10,-0.522073,0.522073,-0.522073,0.522073
0.865,5.22099,4.77901,10,-0.522099,0.522099,-0.522099,0.522099
0.866,5.22125,4.77875,10,-0.522125,0.522125,-0.522125,0.522125
0.867,5.22151,4.77849,10,-0.522151,0.522151,-0.522151,0.522151
0.868,5.22177,4.77823,10,-0.522177,0.522177,-0.522177,0.522177
0.869,5.22203,4.77797,10,-0.522203,0.522203,-0.522203,0.522203
0.87,5.22229,4.77771,10,-0.522229,0.522229,-0.522229,0.522229
0.871,5.22256,4.77744,10,-0.522256,0.522256,-0.522256,0.522256
0.872,5.22282,4.77718,10,-0.522282,0.522282,-0.522282,0.522282
0.873,5.22308,4.77692,10,-0.522308,0.522308,-0.522308,0.522308
0.874,5.22334,4.77666,10,-0.522334,0.522334,-0.522334,0.522334
0.875,5.2236,4.7764,10,-0.52236,0.52236,-0.52236,0.52236
0.876,5.22386,4.77614,10,-0.522386,0.522386,-0.522386,0.522386
0.877,5.22412,4.77588,10,-0.522412,0.522412,-0.522412,0.522412
0.878,5.22438,4.77562,10,-0.522438,0.522438,-0.522438,0.522438
0.879,5.22464,4.77536,10,-0.522464,0.522464,-0.522464,0.522464
0.88,5.22491,4.77509,10,-0.522491,0.522491,-0.522491,0.522491
0.881,5.22517,4.77483,10,-0.522517,0.522517,-0.522517,0.522517
0.882,5.22543,4.77457,10,-0.522543,0.522543,-0.522543,0.522543
0.883,5.22569,4.77431,10,-0.522569,0.522569,-0.522569,0.522569
0.884,5.22595,4.77405,10,-0.522595,0.522595,-0.522595,0.522595
0.885,5.22621,4.77379,10,-0.522621,0.522621,-0.522621,0.522621
0.886,5.22647,4.77353,10,-0.522647,0.522647,-0.522647,0.522647
0.887,5.22674,4.77326,10,-0.522674,0.522674,-0.522674,0.522674
0.888,5.227,4.773,10,-0.5227,0.5227,-0.5227,0.5227
0.889,5.22726,4.77274,10,-0.522726,0.522726,-0.522726,0.522726
0.89,5.22752,4.77248,10,-0.522752,0.522752,-0.522752,0.522752
0.891,5.22778,4.77222,10,-0.522778,0.522778,-0.522778,0.522778
0.892,5.22804,4.77196,10,-0.522804,0.522804,-0.522804,0.522804
0.893,5.2283,4.7717,10,-0.52283,0.52283,-0.52283,0.52283
0.894,5.22856,4.77144,10,-0.522856,0.522856,-0.522856,0.522856
0.895,5.22883,4.77117,10,-0.522883,0.522883,-0.522883,0.522883
0.896,5.22909,4.77091,10,-0.522909,0.522909,-0.522909,0.522909
0.897,5.22935,4.77065,10,-0.522935,0.522935,-0.522935,0.522935
0.898,5.22961,4.77039,10,-0.522961,0.522961,-0.522961,0.522961
0.899,5.22987,4.77013,10,-0.522987,0.522987,-0.522987,0.522987
0.9,5.23013,4.76987,10,-0.523013,0.523013,-0.523013,0.523013
0.901,5.23039,4.76961,10,-0.523039,0.523039,-0.523039,0.523039
0.902,5.23066,4.76934,10,-0.523066,0.523066,-0.523066,0.523066
0.903,5.23092,4.76908,10,-0.523092,0.523092,-0.523092,0.523092
0.904,5.23118,4.76882,10,-0.523118,0.523118,-0.523118,0.523118
0.905,5.23144,4.76856,10,-0.523144,0.523144,-0.523144,0.523144
0.906,5.2317,4.7683,10,-0.52317,0.52317,-0.52317,0.52317
0.907,5.23196,4.76804,10,-0.523196,0.523196,-0.523196,0.523196
0.908,5.23223,4.76777,10,-0.523223,0.523223,-0.523223,0.523223
0.909,5.23249,4.76751,10,-0.523249,0.523249,-0.523249,0.523249
0.91,5.23275,4.76725,10,-0.523275,0.523275,-0.523275,0.523275
0.911,5.23301,4.76699,10,-0.523301,0.523301,-0.523301,0.523301
0.912,5.23327,4.76673,10,-0.523327,0.523327,-0.523327,0.523327
0.913,5.23353,4.76647,10,-0.523353,0.523353,-0.523353,0.523353
0.914,5.2338,4.7662,10,-0.52338,0.52338,-0.52338,0.52338
0.915,5.23406,4.76594,10,-0.523406,0.523406,-0.523406,0.523406
0.916,5.23432,4.76568,10,-0.523432,0.523432,-0.523432,0.523432
0.917,5.23458,4.76542,10,-0.523458,0.523458,-0.523458,0.523458
0.918,5.23484,4.76516,10,-0.523484,0.523484,-0.523484,0.523484
0.919,5.2351,4.7649,10,-0.52351,0.52351,-0.52351,0.52351
0.92,5.23537,4.76463,10,-0.523537,0.523537,-0.523537,0.523537
0.921,5.23563,4.76437,10,-0.523563,0.523563,-0.523563,0.523563
0.922,5.23589,4.76411,10,-0.523589,0.523589,-0.523589,0.523589
0.923,5.23615,4.76385,10,-0.523615,0.523615,-0.523615,0.523615
0.924,5.23641,4.76359,10,-0.523641,0.523641,-0.523641,0.523641
0.925,5.23668,4.76332,10,-0.523668,0.523668,-0.523668,0.523668
0.926,5.23694,4.76306,10,-0.523694,0.523694,-0.523694,0.523694
0.927,5.2372,4.7628,10,-0.52372,0.52372,-0.52372,0.52372
0.928,5.23746,4.76254,10,-0.523746,0.523746,-0.523746,0.523746
0.929,5.23772,4.76228,10,-0.523772,0.523772,-0.523772,0.523772
0.93,5.23798,4.76202,10,-0.523798,0.523798,-0.523798,0.523798
0.931,5.23825,4.76175,10,-0.523825,0.523825,-0.523825,0.523825
0.932,5.23851,4.76149,10,-0.523851,0.523851,-0.523851,0.523851
0.933,5.23877,4.76123,10,-0.523877,0.523877,-0.523877,0.523877
0.934,5.23903,4.76097,10,-0.523903,0.523903,-0.523903,0.523903
0.935,5.23929,4.76071,10,-0.523929,0.523929,-0.523929,0.523929
0.936,5.23956,4.76044,10,-0.523956,0.523956,-0.523956,0.523956
0.937,5.23982,4.76018,10,-0.523982,0.523982,-0.523982,0.523982
0.938,5.24008,4.75992,10,-0.524008,0.524008,-0.524008,0.524008
0.939,5.24034,4.75966,10,-0.524034,0.524034,-0.524034,0.524034
0.94,5.2406,4.7594,10,-0.52406,0.52406,-0.52406,0.52406
0.941,5.24087,4.75913,10,-0.524087,0.524087,-0.524087,0.524087
0.942,5.24113,4.75887,10,-0.524113,0.524113,-0.524113,0.524113
0.943,5.24139,4.75861,10,-0.524139,0.524139,-0.524139,0.524139
0.944,5.24165,4.75835,10,-0.524165,0.524165,-0.524165,0.524165
0.945,5.24191,4.75809,10,-0.524191,0.524191,-0.524191,0.524191
0.946,5.24218,4.75782,10,-0.524218,0.524218,-0.524218,0.524218
0.947,5.24244,4.75756,10,-0.524244,0.524244,-0.524244,0.524244
0.948,5.2427,4.7573,10,-0.52427,0.52427,-0.52427,0.52427
0.949,5.24296,4.75704,10,-0.524296,0.524296,-0.524296,0.524296
0.95,5.24322,4.75678,10,-0.524322,0.524322,-0.524322,0.524322
0.951,5.24349,4.75651,10,-0.524349,0.524349,-0.524349,0.524349
0.952,5.24375,4.75625,10,-0.524375,0.524375,-0.524375,0.524375
0.953,5.24401,4.75599,10,-0.524401,0.524401,-0.524401,0.524401
0.954,5.24427,4.75573,10,-0.524427,0.524427,-0.524427,0.524427
0.955,5.24454,4.75546,10,-0.524454,0.524454,-0.524454,0.524454
0.956,5.2448,4.7552,10,-0.52448,0.52448,-0.52448,0.52448
0.957,5.24506,4.75494,10,-0.524506,0.524506,-0.524506,0.524506
0.958,5.24532,4.75468,10,-0.524532,0.524532,-0.524532,0.524532
0.959,5.24558,4.75442,10,-0.524558,0.524558,-0.524558,0.524558
0.96,5.24585,4.75415,10,-0.524585,0.524585,-0.524585,0.524585
0.961,5.24611,4.75389,10,-0.524611,0.524611,-0.524611,0.524611
0.962,5.24637,4.75363,10,-0.524637,0.524637,-0.524637,0.524637
0.963,5.24663,4.75337,10,-0.524663,0.524663,-0.524663,0.524663
0.964,5.2469,4.7531,10,-0.52469,0.52469,-0.52469,0.52469
0.965,5.24716,4.75284,10,-0.524716,0.524716,-0.524716,0.524716
0.966,5.24742,4.75258,10,-0.524742,0.524742,-0.524742,0.524742
0.967,5.24768,4.75232,10,-0.524768,0.524768,-0.524768,0.524768
0.968,5.24795,4.75205,10,-0.524795,0.524795,-0.524795,0.524795
0.969,5.24821,4.75179,10,-0.524821,0.524821,-0.524821,0.524821
0.97,5.24847,4.75153,10,-0.524847,0.524847,-0.524847,0.524847
0.971,5.24873,4.75127,10,-0.524873,0.524873,-0.524873,0.524873
0.972,5.249,4.751,10,-0.5249,0.5249,-0.5249,0.5249
0.973,5.24926,4.75074,10,-0.524926,0.524926,-0.524926,0.524926
0.974,5.24952,4.75048,10,-0.524952,0.524952,-0.524952,0.524952
0.975,5.24978,4.75022,10,-0.524978,0.524978,-0.524978,0.524978
0.976,5.25005,4.74995,10,-0.525005,0.525005,-0.525005,0.525005
0.977,5.25031,4.74969,10,-0.525031,0.525031,-0.525031,0.525031
0.978,5.25057,4.74943,10,-0.525057,0.525057,-0.525057,0.525057
0.979,5.25083,4.74917,10,-0.525083,0.525083,-0.525083,0.525083
0.98,5.2511,4.7489,10,-0.52511,0.52511,-0.52511,0.52511
0.981,5.25136,4.74864,10,-0.525136,0.525136,-0.525136,0.525136
0.982,5.25162,4.74838,10,-0.525162,0.525162,-0.525162,0.525162
0.983,5.25188,4.74812,10,-0.525188,0.525188,-0.525188,0.525188
0.984,5.25215,4.74785,10,-0.525215,0.525215,-0.525215,0.525215
0.985,5.25241,4.74759,10,-0.525241,0.525241,-0.525241,0.525241
0.986,5.25267,4.74733,10,-0.525267,0.525267,-0.525267,0.525267
0.987,5.25293,4.74707,10,-0.525293,0.525293,-0.525293,0.525293
0.988,5.2532,4.7468,10,-0.52532,0.52532,-0.52532,0.52532
0.989,5.25346,4.74654,10,-0.525346,0.525346,-0.525346,0.525346
0.99,5.25372,4.74628,10,-0.525372,0.525372,-0.525372,0.525372
0.991,5.25398,4.74602,10,-0.525398,0.525398,-0.525398,0.525398
0.992,5.25425,4.74575,10,-0.525425,0.525425,-0.525425,0.525425
0.993,5.25451,4.74549,10,-0.525451,0.525451,-0.525451,0.525451
0.994,5.25477,4.74523,10,-0.525477,0.525477,-0.525477,0.525477
0.995,5.25504,4.74496,10,-0.525504,0.525504,-0.525504,0.525504
0.996,5.2553,4.7447,10,-0.52553,0.52553,-0.52553,0.52553
0.997,5.25556,4.74444,10,-0.525556,0.525556,-0.525556,0.525556
0.998,5.25582,4.74418,10,-0.525582,0.525582,-0.525582,0.525582
0.999,5.25609,4.74391,10,-0.525609,0.525609,-0.525609,0.525609
