Time,1,2,3,R1,V_C1,R2,V1
0.366,5.09234,4.90766,10,-0.509234,0.509234,-0.509234,0.509234
0.367,5.09259,4.90741,10,-0.509259,0.509259,-0.509259,0.509259
0.368,5.09285,4.90715,10,-0.509285,0.509285,-0.509285,0.509285
0.369,5.0931,4.9069,10,-0.50931,0.50931,-0.50931,0.50931
0.37,5.09336,4.90664,10,-0.509336,0.509336,-0.509336,0.509336
0.371,5.09361,4.90639,10,-0.509361,0.509361,-0.509361,0.509361
0.372,5.09387,4.90613,10,-0.509387,0.509387,-0.509387,0.509387
0.373,5.09412,4.90588,10,-0.509412,0.509412,-0.509412,0.509412
0.374,5.09438,4.90562,10,-0.509438,0.509438,-0.509438,0.509438
0.375,5.09463,4.90537,10,-0.509463,0.509463,-0.509463,0.509463
0.376,5.09489,4.90511,10,-0.509489,0.509489,-0.509489,0.509489
0.377,5.09514,4.90486,10,-0.509514,0.509514,-0.509514,0.509514
0.378,5.0954,4.9046,10,-0.50954,0.50954,-0.50954,0.50954
0.379,5.09565,4.90435,10,-0.509565,0.509565,-0.509565,0.509565
0.38,5.09591,4.90409,10,-0.509591,0.509591,-0.509591,0.509591
0.381,5.09616,4.90384,10,-0.509616,0.509616,-0.509616,0.509616
0.382,5.09642,4.90358,10,-0.509642,0.509642,-0.509642,0.509642
0.383,5.09667,4.90333,10,-0.509667,0.509667,-0.509667,0.509667
0.384,5.09693,4.90307,10,-0.509693,0.509693,-0.509693,0.509693
0.385,5.09718,4.90282,10,-0.509718,0.509718,-0.509718,0.509718
0.386,5.09743,4.90257,10,-0.509743,0.509743,-0.509743,0.509743
0.387,5.09769,4.90231,10,-0.509769,0.509769,-0.509769,0.509769
0.388,5.09794,4.90206,10,-0.509794,0.509794,-0.509794,0.509794
0.389,5.0982,4.9018,10,-0.50982,0.50982,-0.50982,0.50982
0.39,5.09845,4.90155,10,-0.509845,0.509845,-0.509845,0.509845
0.391,5.09871,4.90129,10,-0.509871,0.509871,-0.509871,0.509871
0.392,5.09896,4.90104,10,-0.509896,0.509896,-0.509896,0.509896
0.393,5.09922,4.90078,10,-0.509922,0.509922,-0.509922,0.509922
0.394,5.09947,4.90053,10,-0.509947,0.509947,-0.509947,0.509947
0.395,5.09973,4.90027,10,-0.509973,0.509973,-0.509973,0.509973
0.396,5.09998,4.90002,10,-0.509998,0.509998,-0.509998,0.509998
0.397,5.10024,4.89976,10,-0.510024,0.510024,-0.510024,0.510024
0.398,5.10049,4.89951,10,-0.510049,0.510049,-0.510049,0.510049
0.399,5.10075,4.89925,10,-0.510075,0.510075,-0.510075,0.510075
0.4,5.101,4.899,10,-0.5101,0.5101,-0.5101,0.5101
0.401,5.10126,4.89874,10,-0.510126,0.510126,-0.510126,0.510126
0.402,5.10151,4.89849,10,-0.510151,0.510151,-0.510151,0.510151
0.403,5.10177,4.89823,10,-0.510177,0.510177,-0.510177,0.510177
0.404,5.10202,4.89798,10,-0.510202,0.510202,-0.510202,0.510202
0.405,5.10228,4.89772,10,-0.510228,0.510228,-0.510228,0.510228
0.406,5.10253,4.89747,10,-0.510253,0.510253,-0.510253,0.510253
0.407,5.10279,4.89721,10,-0.510279,0.510279,-0.510279,0.510279
0.408,5.10304,4.89696,10,-0.510304,0.510304,-0.510304,0.510304
0.409,5.1033,4.8967,10,-0.51033,0.51033,-0.51033,0.51033
0.41,5.10356,4.89644,10,-0.510356,0.510356,-0.510356,0.510356
0.411,5.10381,4.89619,10,-0.510381,0.510381,-0.510381,0.510381
0.412,5.10407,4.89593,10,-0.510407,0.510407,-0.510407,0.510407
0.413,5.10432,4.89568,10,-0.510432,0.510432,-0.510432,0.510432
0.414,5.10458,4.89542,10,-0.510458,0.510458,-0.510458,0.510458
0.415,5.10483,4.89517,10,-0.510483,0.510483,-0.510483,0.510483
0.416,5.10509,4.89491,10,-0.510509,0.510509,-0.510509,0.510509
0.417,5.10534,4.89466,10,-0.510534,0.510534,-0.510534,0.510534
0.418,5.1056,4.8944,10,-0.51056,0.51056,-0.51056,0.51056
0.419,5.10585,4.89415,10,-0.510585,0.510585,-0.510585,0.510585
0.42,5.10611,4.89389,10,-0.510611,0.510611,-0.510611,0.510611
0.421,5.10636,4.89364,10,-0.510636,0.510636,-0.510636,0.510636
0.422,5.10662,4.89338,10,-0.510662,0.510662,-0.510662,0.510662
0.423,5.10687,4.89313,10,-0.510687,0.510687,-0.510687,0.510687
0.424,5.10713,4.89287,10,-0.510713,0.510713,-0.510713,0.510713
0.425,5.10738,4.89262,10,-0.510738,0.510738,-0.510738,0.510738
0.426,5.10764,4.89236,10,-0.510764,0.510764,-0.510764,0.510764
0.427,5.10789,4.89211,10,-0.510789,0.510789,-0.510789,0.510789
0.428,5.10815,4.89185,10,-0.510815,0.510815,-0.510815,0.510815
0.429,5.10841,4.89159,10,-0.510841,0.510841,-0.510841,0.510841
0.43,5.10866,4.89134,10,-0.510866,0.510866,-0.510866,0.510866
0.431,5.10892,4.89108,10,-0.510892,0.510892,-0.510892,0.510892
0.432,5.10917,4.89083,10,-0.510917,0.510917,-0.510917,0.510917
0.433,5.10943,4.89057,10,-0.510943,0.510943,-0.510943,0.510943
0.434,5.10968,4.89032,10,-0.510968,0.510968,-0.510968,0.510968
0.435,5.10994,4.89006,10,-0.510994,0.510994,-0.510994,0.510994
0.436,5.11019,4.88981,10,-0.511019,0.511019,-0.511019,0.511019
0.437,5.11045,4.88955,10,-0.511045,0.511045,-0.511045,0.511045
0.438,5.11071,4.88929,10,-0.511071,0.511071,-0.511071,0.511071
0.439,5.11096,4.88904,10,-0.511096,0.511096,-0.511096,0.511096
0.44,5.11122,4.88878,10,-0.511122,0.511122,-0.511122,0.511122
0.441,5.11147,4.88853,10,-0.511147,0.511147,-0.511147,0.511147
0.442,5.11173,4.88827,10,-0.511173,0.511173,-0.511173,0.511173
0.443,5.11198,4.88802,10,-0.511198,0.511198,-0.511198,0.511198
0.444,5.11224,4.88776,10,-0.511224,0.511224,-0.511224,0.511224
0.445,5.11249,4.88751,10,-0.511249,0.511249,-0.511249,0.511249
0.446,5.11275,4.88725,10,-0.511275,0.511275,-0.511275,0.511275
0.447,5.11301,4.88699,10,-0.511301,0.511301,-0.511301,0.511301
0.448,5.11326,4.88674,10,-0.511326,0.511326,-0.511326,0.511326
0.449,5.11352,4.88648,10,-0.511352,0.511352,-0.511352,0.511352
0.45,5.11377,4.88623,10,-0.511377,0.511377,-0.511377,0.511377
0.451,5.11403,4.88597,10,-0.511403,0.511403,-0.511403,0.511403
0.452,5.11428,4.88572,10,-0.511428,0.511428,-0.511428,0.511428
0.453,5.11454,4.88546,10,-0.511454,0.511454,-0.511454,0.511454
0.454,5.1148,4.8852,10,-0.51148,0.51148,-0.51148,0.51148
0.455,5.11505,4.88495,10,-0.511505,0.511505,-0.511505,0.511505
0.456,5.11531,4.88469,10,-0.511531,0.511531,-0.511531,0.511531
0.457,5.11556,4.88444,10,-0.511556,0.511556,-0.511556,0.511556
0.458,5.11582,4.88418,10,-0.511582,0.511582,-0.511582,0.511582
0.459,5.11607,4.88393,10,-0.511607,0.511607,-0.511607,0.511607
0.46,5.11633,4.88367,10,-0.511633,0.511633,-0.511633,0.511633
0.461,5.11659,4.88341,10,-0.511659,0.511659,-0.511659,0.511659
0.462,5.11684,4.88316,10,-0.511684,0.511684,-0.511684,0.511684
0.463,5.1171,4.8829,10,-0.51171,0.51171,-0.51171,0.51171
0.464,5.11735,4.88265,10,-0.511735,0.511735,-0.511735,0.511735
0.465,5.11761,4.88239,10,-0.511761,0.511761,-0.511761,0.511761
0.466,5.11786,4.88214,10,-0.511786,0.511786,-0.511786,0.511786
0.467,5.11812,4.88188,10,-0.511812,0.511812,-0.511812,0.511812
0.468,5.11838,4.88162,10,-0.511838,0.511838,-0.511838,0.511838
0.469,5.11863,4.88137,10,-0.511863,0.511863,-0.511863,0.511863
0.47,5.11889,4.88111,10,-0.511889,0.511889,-0.511889,0.511889
0.471,5.11914,4.88086,10,-0.511914,0.511914,-0.511914,0.511914
0.472,5.1194,4.8806,10,-0.51194,0.51194,-0.51194,0.51194
0.473,5.11966,4.88034,10,-0.511966,0.511966,-0.511966,0.511966
0.474,5.11991,4.88009,10,-0.511991,0.511991,-0.511991,0.511991
0.475,5.12017,4.87983,10,-0.512017,0.512017,-0.512017,0.512017
0.476,5.12042,4.87958,10,-0.512042,0.512042,-0.512042,0.512042
0.477,5.12068,4.87932,10,-0.512068,0.512068,-0.512068,0.512068
0.478,5.12094,4.87906,10,-0.512094,0.512094,-0.512094,0.512094
0.479,5.12119,4.87881,10,-0.512119,0.512119,-0.512119,0.512119
0.48,5.12145,4.87855,10,-0.512145,0.512145,-0.512145,0.512145
0.481,5.1217,4.8783,10,-0.51217,0.51217,-0.51217,0.51217
0.482,5.12196,4.87804,10,-0.512196,0.512196,-0.512196,0.512196
0.483,5.12222,4.87778,10,-0.512222,0.512222,-0.512222,0.512222
0.484,5.12247,4.87753,10,-0.512247,0.512247,-0.512247,0.512247
0.485,5.12273,4.87727,10,-0.512273,0.512273,-0.512273,0.512273
0.486,5.12299,4.87701,10,-0.512299,0.512299,-0.512299,0.512299
0.487,5.12324,4.87676,10,-0.512324,0.512324,-0.512324,0.512324
0.488,5.1235,4.8765,10,-0.51235,0.51235,-0.51235,0.51235
0.489,5.12375,4.87625,10,-0.512375,0.512375,-0.512375,0.512375
0.49,5.12401,4.87599,10,-0.512401,0.512401,-0.512401,0.512401
0.491,5.12427,4.87573,10,-0.512427,0.512427,-0.512427,0.512427
0.492,5.12452,4.87548,10,-0.512452,0.512452,-0.512452,0.512452
0.493,5.12478,4.87522,10,-0.512478,0.512478,-0.512478,0.512478
0.494,5.12503,4.87497,10,-0.512503,0.512503,-0.512503,0.512503
0.495,5.12529,4.87471,10,-0.512529,0.512529,-0.512529,0.512529
0.496,5.12555,4.87445,10,-0.512555,0.512555,-0.512555,0.512555
0.497,5.1258,4.8742,10,-0.51258,0.51258,-0.51258,0.51258
0.498,5.12606,4.87394,10,-0.512606,0.512606,-0.512606,0.512606
0.499,5.12632,4.87368,10,-0.512632,0.512632,-0.512632,0.512632
0.5,5.12657,4.87343,10,-0.512657,0.512657,-0.512657,0.512657
0.501,5.12683,4.87317,10,-0.512683,0.512683,-0.512683,0.512683
0.502,5.12709,4.87291,10,-0.512709,0.512709,-0.512709,0.512709
0.503,5.12734,4.87266,10,-0.512734,0.512734,-0.512734,0.512734
0.504,5.1276,4.8724,10,-0.51276,0.51276,-0.51276,0.51276
0.505,5.12785,4.87215,10,-0.512785,0.512785,-0.512785,0.512785
0.506,5.12811,4.87189,10,-0.512811,0.512811,-0.512811,0.512811
0.507,5.12837,4.87163,10,-0.512837,0.512837,-0.512837,0.512837
0.508,5.12862,4.87138,10,-0.512862,0.512862,-0.512862,0.512862
0.509,5.12888,4.87112,10,-0.512888,0.512888,-0.512888,0.512888
0.51,5.12914,4.87086,10,-0.512914,0.512914,-0.512914,0.512914
0.511,5.12939,4.87061,10,-0.512939,0.512939,-0.512939,0.512939
0.512,5.12965,4.87035,10,-0.512965,0.512965,-0.512965,0.512965
0.513,5.12991,4.87009,10,-0.512991,0.512991,-0.512991,0.512991
0.514,5.13016,4.86984,10,-0.513016,0.513016,-0.513016,0.513016
0.515,5.13042,4.86958,10,-0.513042,0.513042,-0.513042,0.513042
0.516,5.13068,4.86932,10,-0.513068,0.513068,-0.513068,0.513068
0.517,5.13093,4.86907,10,-0.513093,0.513093,-0.513093,0.513093
0.518,5.13119,4.86881,10,-0.513119,0.513119,-0.513119,0.513119
0.519,5.13144,4.86856,10,-0.513144,0.513144,-0.513144,0.513144
0.52,5.1317,4.8683,10,-0.51317,0.51317,-0.51317,0.51317
0.521,5.13196,4.86804,10,-0.513196,0.513196,-0.513196,0.513196
0.522,5.13221,4.86779,10,-0.513221,0.513221,-0.513221,0.513221
0.523,5.13247,4.86753,10,-0.513247,0.513247,-0.513247,0.513247
0.524,5.13273,4.86727,10,-0.513273,0.513273,-0.513273,0.513273
0.525,5.13298,4.86702,10,-0.513298,0.513298,-0.513298,0.513298
0.526,5.13324,4.86676,10,-0.513324,0.513324,-0.513324,0.513324
0.527,5.1335,4.8665,10,-0.51335,0.51335,-0.51335,0.51335
0.528,5.13375,4.86625,10,-0.513375,0.513375,-0.513375,0.513375
0.529,5.13401,4.86599,10,-0.513401,0.513401,-0.513401,0.513401
0.53,5.13427,4.86573,10,-0.513427,0.513427,-0.513427,0.513427
0.531,5.13452,4.86548,10,-0.513452,0.513452,-0.513452,0.513452
0.532,5.13478,4.86522,10,-0.513478,0.513478,-0.513478,0.513478
0.533,5.13504,4.86496,10,-0.513504,0.513504,-0.513504,0.513504
0.534,5.13529,4.86471,10,-0.513529,0.513529,-0.513529,0.513529
0.535,5.13555,4.86445,10,-0.513555,0.513555,-0.513555,0.513555
0.536,5.13581,4.86419,10,-0.513581,0.513581,-0.513581,0.513581
0.537,5.13607,4.86393,10,-0.513607,0.513607,-0.513607,0.513607
0.538,5.13632,4.86368,10,-0.513632,0.513632,-0.513632,0.513632
0.539,5.13658,4.86342,10,-0.513658,0.513658,-0.513658,0.513658
0.54,5.13684,4.86316,10,-0.513684,0.513684,-0.513684,0.513684
0.541,5.13709,4.86291,10,-0.513709,0.513709,-0.513709,0.513709
0.542,5.13735,4.86265,10,-0.513735,0.513735,-0.513735,0.513735
0.543,5.13761,4.86239,10,-0.513761,0.513761,-0.513761,0.513761
0.544,5.13786,4.86214,10,-0.513786,0.513786,-0.513786,0.513786
0.545,5.13812,4.86188,10,-0.513812,0.513812,-0.513812,0.513812
0.546,5.13838,4.86162,10,-0.513838,0.513838,-0.513838,0.513838
0.547,5.13863,4.86137,10,-0.513863,0.513863,-0.513863,0.513863
0.548,5.13889,4.86111,10,-0.513889,0.513889,-0.513889,0.513889
0.549,5.13915,4.86085,10,-0.513915,0.513915,-0.513915,0.513915
0.55,5.1394,4.8606,10,-0.51394,0.51394,-0.51394,0.51394
0.551,5.13966,4.86034,10,-0.513966,0.513966,-0.513966,0.513966
0.552,5.13992,4.86008,10,-0.513992,0.513992,-0.513992,0.513992
0.553,5.14018,4.85982,10,-0.514018,0.514018,-0.514018,0.514018
0.554,5.14043,4.85957,10,-0.514043,0.514043,-0.514043,0.514043
0.555,5.14069,4.85931,10,-0.514069,0.514069,-0.514069,0.514069
0.556,5.14095,4.85905,10,-0.514095,0.514095,-0.514095,0.514095
0.557,5.1412,4.8588,10,-0.51412,0.51412,-0.51412,0.51412
0.558,5.14146,4.85854,10,-0.514146,0.514146,-0.514146,0.514146
0.559,5.14172,4.85828,10,-0.514172,0.514172,-0.514172,0.514172
0.56,5.14197,4.85803,10,-0.514197,0.514197,-0.514197,0.514197
0.561,5.14223,4.85777,10,-0.514223,0.514223,-0.514223,0.514223
0.562,5.14249,4.85751,10,-0.514249,0.514249,-0.514249,0.514249
0.563,5.14275,4.85725,10,-0.514275,0.514275,-0.514275,0.514275
0.564,5.143,4.857,10,-0.5143,0.5143,-0.5143,0.5143
0.565,5.14326,4.85674,10,-0.514326,0.514326,-0.514326,0.514326
0.566,5.14352,4.85648,10,-0.514352,0.514352,-0.514352,0.514352
0.567,5.14377,4.85623,10,-0.514377,0.514377,-0.514377,0.514377
0.568,5.14403,4.85597,10,-0.514403,0.514403,-0.514403,0.514403
0.569,5.14429,4.85571,10,-0.514429,0.514429,-0.514429,0.514429
0.57,5.14455,4.85545,10,-0.514455,0.514455,-0.514455,0.514455
0.571,5.1448,4.8552,10,-0.51448,0.51448,-0.51448,0.51448
0.572,5.14506,4.85494,10,-0.514506,0.514506,-0.514506,0.514506
0.573,5.14532,4.85468,10,-0.514532,0.514532,-0.514532,0.514532
0.574,5.14558,4.85442,10,-0.514558,0.514558,-0.514558,0.514558
0.575,5.14583,4.85417,10,-0.514583,0.514583,-0.514583,0.514583
0.576,5.14609,4.85391,10,-0.514609,0.514609,-0.514609,0.514609
0.577,5.14635,4.85365,10,-0.514635,0.514635,-0.514635,0.514635
0.578,5.1466,4.8534,10,-0.51466,0.51466,-0.51466,0.51466
0.579,5.14686,4.85314,10,-0.514686,0.514686,-0.514686,0.514686
0.58,5.14712,4.85288,10,-0.514712,0.514712,-0.514712,0.514712
0.581,5.14738,4.85262,10,-0.514738,0.514738,-0.514738,0.514738
0.582,5.14763,4.85237,10,-0.514763,0.514763,-0.514763,0.514763
0.583,5.14789,4.85211,10,-0.514789,0.514789,-0.514789,0.514789
0.584,5.14815,4.85185,10,-0.514815,0.514815,-0.514815,0.514815
0.585,5.14841,4.85159,10,-0.514841,0.514841,-0.514841,0.514841
0.586,5.14866,4.85134,10,-0.514866,0.514866,-0.514866,0.514866
0.587,5.14892,4.85108,10,-0.514892,0.514892,-0.514892,0.514892
0.588,5.14918,4.85082,10,-0.514918,0.514918,-0.514918,0.514918
0.589,5.14944,4.85056,10,-0.514944,0.514944,-0.514944,0.514944
0.59,5.14969,4.85031,10,-0.514969,0.514969,-0.514969,0.514969
0.591,5.14995,4.85005,10,-0.514995,0.514995,-0.514995,0.514995
0.592,5.15021,4.84979,10,-0.515021,0.515021,-0.515021,0.515021
0.593,5.15047,4.84953,10,-0.515047,0.515047,-0.515047,0.515047
0.594,5.15072,4.84928,10,-0.515072,0.515072,-0.515072,0.515072
0.595,5.15098,4.84902,10,-0.515098,0.515098,-0.515098,0.515098
0.596,5.15124,4.84876,10,-0.515124,0.515124,-0.515124,0.515124
0.597,5.1515,4.8485,10,-0.51515,0.51515,-0.51515,0.51515
0.598,5.15175,4.84825,10,-0.515175,0.515175,-0.515175,0.515175
0.599,5.15201,4.84799,10,-0.515201,0.515201,-0.515201,0.515201
0.6,5.15227,4.84773,10,-0.515227,0.515227,-0.515227,0.515227
0.601,5.15253,4.84747,10,-0.515253,0.515253,-0.515253,0.515253
0.602,5.15278,4.84722,10,-0.515278,0.515278,-0.515278,0.515278
0.603,5.15304,4.84696,10,-0.515304,0.515304,-0.515304,0.515304
0.604,5.1533,4.8467,10,-0.51533,0.51533,-0.51533,0.51533
0.605,5.15356,4.84644,10,-0.515356,0.515356,-0.515356,0.515356
0.606,5.15381,4.84619,10,-0.515381,0.515381,-0.515381,0.515381
0.607,5.15407,4.84593,10,-0.515407,0.515407,-0.515407,0.515407
0.608,5.15433,4.84567,10,-0.515433,0.515433,-0.515433,0.515433
0.609,5.15459,4.84541,10,-0.515459,0.515459,-0.515459,0.515459
0.61,5.15485,4.84515,10,-0.515485,0.515485,-0.515485,0.515485
0.611,5.1551,4.8449,10,-0.51551,0.51551,-0.51551,0.51551
0.612,5.15536,4.84464,10,-0.515536,0.515536,-0.515536,0.515536
0.613,5.15562,4.84438,10,-0.515562,0.515562,-0.515562,0.515562
0.614,5.15588,4.84412,10,-0.515588,0.515588,-0.515588,0.515588
0.615,5.15613,4.84387,10,-0.515613,0.515613,-0.515613,0.515613
0.616,5.15639,4.84361,10,-0.515639,0.515639,-0.515639,0.515639
0.617,5.15665,4.84335,10,-0.515665,0.515665,-0.515665,0.515665
0.618,5.15691,4.84309,10,-0.515691,0.515691,-0.515691,0.515691
0.619,5.15717,4.84283,10,-0.515717,0.515717,-0.515717,0.515717
0.62,5.15742,4.84258,10,-0.515742,0.515742,-0.515742,0.515742
0.621,5.15768,4.84232,10,-0.515768,0.515768,-0.515768,0.515768
0.622,5.15794,4.84206,10,-0.515794,0.515794,-0.515794,0.515794
0.623,5.1582,4.8418,10,-0.51582,0.51582,-0.51582,0.51582
0.624,5.15846,4.84154,10,-0.515846,0.515846,-0.515846,0.515846
0.625,5.15871,4.84129,10,-0.515871,0.515871,-0.515871,0.515871
0.626,5.15897,4.84103,10,-0.515897,0.515897,-0.515897,0.515897
0.627,5.15923,4.84077,10,-0.515923,0.515923,-0.515923,0.515923
0.628,5.15949,4.84051,10,-0.515949,0.515949,-0.515949,0.515949
0.629,5.15974,4.84026,10,-0.515974,0.515974,-0.515974,0.515974
0.63,5.16,4.84,10,-0.516,0.516,-0.516,0.516
0.631,5.16026,4.83974,10,-0.516026,0.516026,-0.516026,0.516026
0.632,5.16052,4.83948,10,-0.516052,0.516052,-0.516052,0.516052
0.633,5.16078,4.83922,10,-0.516078,0.516078,-0.516078,0.516078
0.634,5.16103,4.83897,10,-0.516103,0.516103,-0.516103,0.516103
0.635,5.16129,4.83871,10,-0.516129,0.516129,-0.516129,0.516129
0.636,5.16155,4.83845,10,-0.516155,0.516155,-0.516155,0.516155
0.637,5.16181,4.83819,10,-0.516181,0.516181,-0.516181,0.516181
0.638,5.16207,4.83793,10,-0.516207,0.516207,-0.516207,0.516207
0.639,5.16233,4.83767,10,-0.516233,0.516233,-0.516233,0.516233
0.64,5.16258,4.83742,10,-0.516258,0.516258,-0.516258,0.516258
0.641,5.16284,4.83716,10,-0.516284,0.516284,-0.516284,0.516284
0.642,5.1631,4.8369,10,-0.51631,0.51631,-0.51631,0.51631
0.643,5.16336,4.83664,10,-0.516336,0.516336,-0.516336,0.516336
0.644,5.16362,4.83638,10,-0.516362,0.516362,-0.516362,0.516362
0.645,5.16387,4.83613,10,-0.516387,0.516387,-0.516387,0.516387
0.646,5.16413,4.83587,10,-0.516413,0.516413,-0.516413,0.516413
0.647,5.16439,4.83561,10,-0.516439,0.516439,-0.516439,0.516439
0.648,5.16465,4.83535,10,-0.516465,0.516465,-0.516465,0.516465
0.649,5.16491,4.83509,10,-0.516491,0.516491,-0.516491,0.516491
0.65,5.16517,4.83483,10,-0.516517,0.516517,-0.516517,0.516517
0.651,5.16542,4.83458,10,-0.516542,0.516542,-0.516542,0.516542
0.652,5.16568,4.83432,10,-0.516568,0.516568,-0.516568,0.516568
0.653,5.16594,4.83406,10,-0.516594,0.516594,-0.516594,0.516594
0.654,5.1662,4.8338,10,-0.51662,0.51662,-0.51662,0.51662
0.655,5.16646,4.83354,10,-0.516646,0.516646,-0.516646,0.516646
0.656,5.16672,4.83328,10,-0.516672,0.516672,-0.516672,0.516672
0.657,5.16697,4.83303,10,-0.516697,0.516697,-0.516697,0.516697
0.658,5.16723,4.83277,10,-0.516723,0.516723,-0.516723,0.516723
0.659,5.16749,4.83251,10,-0.516749,0.516749,-0.516749,0.516749
0.66,5.16775,4.83225,10,-0.516775,0.516775,-0.516775,0.516775
0.661,5.16801,4.83199,10,-0.516801,0.516801,-0.516801,0.516801
0.662,5.16827,4.83173,10,-0.516827,0.516827,-0.516827,0.516827
0.663,5.16852,4.83148,10,-0.516852,0.516852,-0.516852,0.516852
0.664,5.16878,4.83122,10,-0.516878,0.516878,-0.516878,0.516878
0.665,5.16904,4.83096,10,-0.516904,0.516904,-0.516904,0.516904
0.666,5.1693,4.8307,10,-0.51693,0.51693,-0.51693,0.51693
0.667,5.16956,4.83044,10,-0.516956,0.516956,-0.516956,0.516956
0.668,5.16982,4.83018,10,-0.516982,0.516982,-0.516982,0.516982
0.669,5.17007,4.82993,10,-0.517007,0.517007,-0.517007,0.517007
0.67,5.17033,4.82967,10,-0.517033,0.517033,-0.517033,0.517033
0.671,5.17059,4.82941,10,-0.517059,0.517059,-0.517059,0.517059
0.672,5.17085,4.82915,10,-0.517085,0.517085,-0.517085,0.517085
0.673,5.17111,4.82889,10,-0.517111,0.517111,-0.517111,0.517111
0.674,5.17137,4.82863,10,-0.517137,0.517137,-0.517137,0.517137
0.675,5.17163,4.82837,10,-0.517163,0.517163,-0.517163,0.517163
0.676,5.17188,4.82812,10,-0.517188,0.517188,-0.517188,0.517188
0.677,5.17214,4.82786,10,-0.517214,0.517214,-0.517214,0.517214
0.678,5.1724,4.8276,10,-0.51724,0.51724,-0.51724,0.51724
0.679,5.17266,4.82734,10,-0.517266,0.517266,-0.517266,0.517266
0.68,5.17292,4.82708,10,-0.517292,0.517292,-0.517292,0.517292
0.681,5.17318,4.82682,10,-0.517318,0.517318,-0.517318,0.517318
0.682,5.17344,4.82656,10,-0.517344,0.517344,-0.517344,0.517344
0.683,5.17369,4.82631,10,-0.517369,0.517369,-0.517369,0.517369
0.684,5.17395,4.82605,10,-0.517395,0.517395,-0.517395,0.517395
0.685,5.17421,4.82579,10,-0.517421,0.517421,-0.517421,0.517421
0.686,5.17447,4.82553,10,-0.517447,0.517447,-0.517447,0.517447
0.687,5.17473,4.82527,10,-0.517473,0.517473,-0.517473,0.517473
0.688,5.17499,4.82501,10,-0.517499,0.517499,-0.517499,0.517499
0.689,5.17525,4.82475,10,-0.517525,0.517525,-0.517525,0.517525
0.69,5.17551,4.82449,10,-0.517551,0.517551,-0.517551,0.517551
0.691,5.17576,4.82424,10,-0.517576,0.517576,-0.517576,0.517576
0.692,5.17602,4.82398,10,-0.517602,0.517602,-0.517602,0.517602
0.693,5.17628,4.82372,10,-0.517628,0.517628,-0.517628,0.517628
0.694,5.17654,4.82346,10,-0.517654,0.517654,-0.517654,0.517654
0.695,5.1768,4.8232,10,-0.51768,0.51768,-0.51768,0.51768
0.696,5.17706,4.82294,10,-0.517706,0.517706,-0.517706,0.517706
0.697,5.17732,4.82268,10,-0.517732,0.517732,-0.517732,0.517732
0.698,5.17758,4.82242,10,-0.517758,0.517758,-0.517758,0.517758
0.699,5.17784,4.82216,10,-0.517784,0.517784,-0.517784,0.517784
0.7,5.17809,4.82191,10,-0.517809,0.517809,-0.517809,0.517809
0.701,5.17835,4.82165,10,-0.517835,0.517835,-0.517835,0.517835
0.702,5.17861,4.82139,10,-0.517861,0.517861,-0.517861,0.517861
0.703,5.17887,4.82113,10,-0.517887,0.517887,-0.517887,0.517887
0.704,5.17913,4.82087,10,-0.517913,0.517913,-0.517913,0.517913
0.705,5.17939,4.82061,10,-0.517939,0.517939,-0.517939,0.517939
0.706,5.17965,4.82035,10,-0.517965,0.517965,-0.517965,0.517965
0.707,5.17991,4.82009,10,-0.517991,0.517991,-0.517991,0.517991
0.708,5.18017,4.81983,10,-0.518017,0.518017,-0.518017,0.518017
0.709,5.18042,4.81958,10,-0.518042,0.518042,-0.518042,0.518042
0.71,5.18068,4.81932,10,-0.518068,0.518068,-0.518068,0.518068
0.711,5.18094,4.81906,10,-0.518094,0.518094,-0.518094,0.518094
0.712,5.1812,4.8188,10,-0.51812,0.51812,-0.51812,0.51812
0.713,5.18146,4.81854,10,-0.518146,0.518146,-0.518146,0.518146
0.714,5.18172,4.81828,10,-0.518172,0.518172,-0.518172,0.518172
0.715,5.18198,4.81802,10,-0.518198,0.518198,-0.518198,0.518198
0.716,5.18224,4.81776,10,-0.518224,0.518224,-0.518224,0.518224
0.717,5.1825,4.8175,10,-0.51825,0.51825,-0.51825,0.51825
0.718,5.18276,4.81724,10,-0.518276,0.518276,-0.518276,0.518276
0.719,5.18302,4.81698,10,-0.518302,0.518302,-0.518302,0.518302
0.72,5.18327,4.81673,10,-0.518327,0.518327,-0.518327,0.518327
0.721,5.18353,4.81647,10,-0.518353,0.518353,-0.518353,0.518353
0.722,5.18379,4.81621,10,-0.518379,0.518379,-0.518379,0.518379
0.723,5.18405,4.81595,10,-0.518405,0.518405,-0.518405,0.518405
0.724,5.18431,4.81569,10,-0.518431,0.518431,-0.518431,0.518431
0.725,5.18457,4.81543,10,-0.518457,0.518457,-0.518457,0.518457
0.726,5.18483,4.81517,10,-0.518483,0.518483,-0.518483,0.518483
0.727,5.18509,4.81491,10,-0.518509,0.518509,-0.518509,0.518509
0.728,5.18535,4.81465,10,-0.518535,0.518535,-0.518535,0.518535
0.729,5.18561,4.81439,10,-0.518561,0.518561,-0.518561,0.518561
0.73,5.18587,4.81413,10,-0.518587,0.518587,-0.518587,0.518587
0.731,5.18613,4.81387,10,-0.518613,0.518613,-0.518613,0.518613
0.732,5.18639,4.81361,10,-0.518639,0.518639,-0.518639,0.518639
0.733,5.18664,4.81336,10,-0.518664,0.518664,-0.518664,0.518664
